"","pid","sex","dobm","doby","memorig","plbornc","race","paju","maju","lprnt","lnprnt","ch1bm","ch1by","scend","bwtgm","pagold","pargsc","magold","margsc","j1gold","j1rgsc","fsource","children","ssex2","ssex3","twin1","twin2","twin3","age"
"109",10422129,"female","august",1956,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,14,"not applicable","foreman,technicians","skilled manual","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,53
"110",10423249,"female","october",1964,"original sample",-8,"white","inapplicable","mother deceased","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,45
"111",10428879,"female","december",1962,"original sample",-8,"black-carib","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","sml props w employees","skilled manual","foreman,technicians","skilled manual","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,47
"112",10432191,"female","september",1964,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,45
"113",10434437,"female","january",1954,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,55
"114",10446753,"female","april",1955,"original sample",-8,"black-other","inapplicable","missing or wild","not applicable",-8,"not applicable",-8,15,"not applicable","service class,lower grade","managerial & technical occ","missing","missing or wild","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,54
"115",10448993,"female","january",1959,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,50
"116",10452346,"female","february",1947,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,62
"117",10459073,"female","april",1946,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","sml props w/o employees","unskilled occ","personal service workers","skilled non-manual","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,63
"118",10468056,"female","january",1964,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","service class,lower grade","skilled non-manual","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,45
"119",10480331,"female","january",1948,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,61
"120",10482571,"female","august",1937,"original sample",34,"indian","father not work","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","not applicable","inapplicable","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,72
"121",10485961,"female","december",1958,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,51
"122",10487093,"female","july",1963,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","skilled manual workers","skilled manual","skilled manual workers","skilled manual","inapplicable","inapplicable","From the panel",1,NA,NA,NA,NA,NA,46
"123",10491538,"female","may",1953,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","service class,higher grade","managerial & technical occ","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,56
"124",10494898,"female","december",1936,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,73
"125",10498281,"female","december",1944,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,lower grade","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,65
"126",10501606,"female","june",1963,"original sample",-8,"white","father deceased","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,46
"127",10503889,"female","october",1944,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,19,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,65
"128",10515089,"female","september",1947,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","professional occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,62
"129",10522913,"female","november",1941,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","sml props w employees","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,68
"130",10527362,"female","november",1957,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","sml props w/o employees","skilled manual","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,52
"131",10528512,"female","august",1941,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","sml props w/o employees","skilled manual","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,68
"132",10532951,"female","may",1941,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","sml props w/o employees","managerial & technical occ","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","Wave 2",4,NA,NA,NA,NA,NA,68
"133",10537449,"female","february",1950,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","routine non-manual employees","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",4,NA,NA,NA,NA,NA,59
"134",10539689,"female","february",1959,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","sml props w/o employees","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,1,NA,NA,NA,50
"135",10541942,"female","july",1943,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","professional occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,66
"136",10543066,"female","august",1946,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","sml props w/o employees","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,63
"137",10553118,"female","february",1944,"original sample",11,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,65
"138",10558748,"female","october",1952,"original sample",34,"indian","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,lower grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,57
"139",10559868,"female","december",1955,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","skilled manual workers","skilled manual","skilled manual workers","skilled manual","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,54
"140",10563229,"female","december",1955,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","sml props w employees","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,54
"141",10564349,"female","october",1942,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","managerial & technical occ","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,67
"142",10575537,"female","february",1945,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,64
"143",10578897,"female","may",1961,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,48
"144",10581103,"female","april",1938,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","professional occ","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,71
"145",10585583,"female","april",1936,"original sample",-8,"white","inapplicable","mother deceased","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",5,1,1,NA,NA,NA,73
"146",10588973,"female","july",1935,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","service class,lower grade","managerial & technical occ","sml props w/o employees","managerial & technical occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,74
"147",10593446,"female","august",1942,"original sample",-8,"white","father deceased","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","skilled manual workers","skilled manual","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,67
